Source Name	Material Type	Characteristics[Organism]	Characteristics[CellLine]	Characteristics[DiseaseState]	Protocol REF	Protocol REF	Extract Name	Protocol REF	Labeled Extract Name	Label	Protocol REF	Term Source REF	Hybridization Name	Array Design REF	Array Data File	Comment [ArrayExpress FTP file]	Factor Value[CELL_LINE]
NB10	cell	Homo sapiens	NB10	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 466	P-MTAB-22739	Labeled Extract 466	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 466	A-AFFY-113	5500024052861011409506.C10.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.5.zip	NB10
NB12	cell	Homo sapiens	NB12	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 467	P-MTAB-22739	Labeled Extract 467	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 467	A-AFFY-113	5500024034290101707049.H12.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.5.zip	NB12
NB13	cell	Homo sapiens	NB13	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 468	P-MTAB-22739	Labeled Extract 468	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 468	A-AFFY-113	5500024052603032009483.B10.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.5.zip	NB13
NB14	cell	Homo sapiens	NB14	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 469	P-MTAB-22739	Labeled Extract 469	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 469	A-AFFY-113	5500024035100021608461.D06.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.5.zip	NB14
NB16	cell	Homo sapiens	NB16	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 470	P-MTAB-22739	Labeled Extract 470	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 470	A-AFFY-113	5500024052603032009483.A10.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.5.zip	NB16
NB17	cell	Homo sapiens	NB17	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 471	P-MTAB-22739	Labeled Extract 471	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 471	A-AFFY-113	5500024034290101707047.C01.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.5.zip	NB17
NB19	cell	Homo sapiens	NB19	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 472	P-MTAB-22739	Labeled Extract 472	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 472	A-AFFY-113	5500024031722092907496.C12.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.5.zip	NB19
NB4	cell	Homo sapiens	NB4	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 473	P-MTAB-22739	Labeled Extract 473	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 473	A-AFFY-113	5500024030401071707289.B10.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.5.zip	NB4
NB5	cell	Homo sapiens	NB5	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 474	P-MTAB-22739	Labeled Extract 474	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 474	A-AFFY-113	5500024034290101707047.D01.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.5.zip	NB5
NB6	cell	Homo sapiens	NB6	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 475	P-MTAB-22739	Labeled Extract 475	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 475	A-AFFY-113	5500024034290101707047.E01.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.5.zip	NB6
NB69	cell	Homo sapiens	NB69	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 476	P-MTAB-22739	Labeled Extract 476	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 476	A-AFFY-113	5500024052603032009483.H09.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.5.zip	NB69
NB7	cell	Homo sapiens	NB7	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 477	P-MTAB-22739	Labeled Extract 477	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 477	A-AFFY-113	5500024034290101707047.G01.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.5.zip	NB7
NBsusSR	cell	Homo sapiens	NBsusSR	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 478	P-MTAB-22739	Labeled Extract 478	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 478	A-AFFY-113	5500024034290101707049.F12.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.5.zip	NBsusSR
NCCIT	cell	Homo sapiens	NCCIT	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 479	P-MTAB-22739	Labeled Extract 479	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 479	A-AFFY-113	5500024031722092907496.F12.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.5.zip	NCCIT
NCI-ADR-RES	cell	Homo sapiens	NCI-ADR-RES	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 480	P-MTAB-22739	Labeled Extract 480	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 480	A-AFFY-113	5500024052603032009483.B11.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.5.zip	NCI-ADR-RES
NCI-H1048	cell	Homo sapiens	NCI-H1048	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 481	P-MTAB-22739	Labeled Extract 481	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 481	A-AFFY-113	5500024032848101507000.E11.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.5.zip	NCI-H1048
NCI-H1092	cell	Homo sapiens	NCI-H1092	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 482	P-MTAB-22739	Labeled Extract 482	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 482	A-AFFY-113	5500024032848101507000.H11.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.5.zip	NCI-H1092
NCI-H1105	cell	Homo sapiens	NCI-H1105	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 483	P-MTAB-22739	Labeled Extract 483	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 483	A-AFFY-113	5500024035100021608461.E11.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.5.zip	NCI-H1105
NCI-H1155	cell	Homo sapiens	NCI-H1155	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 484	P-MTAB-22739	Labeled Extract 484	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 484	A-AFFY-113	5500024032848101507998.B10.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.5.zip	NCI-H1155
NCI-H1299	cell	Homo sapiens	NCI-H1299	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 485	P-MTAB-22739	Labeled Extract 485	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 485	A-AFFY-113	5500024031722092907496.B02.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.6.zip	NCI-H1299
NCI-H1304	cell	Homo sapiens	NCI-H1304	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 486	P-MTAB-22739	Labeled Extract 486	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 486	A-AFFY-113	5500024034290101707047.H01.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.6.zip	NCI-H1304
NCI-H1355	cell	Homo sapiens	NCI-H1355	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 487	P-MTAB-22739	Labeled Extract 487	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 487	A-AFFY-113	5500024032848101507000.E05.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.6.zip	NCI-H1355
NCI-H1395	cell	Homo sapiens	NCI-H1395	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 488	P-MTAB-22739	Labeled Extract 488	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 488	A-AFFY-113	5500024035100021608461.A10.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.6.zip	NCI-H1395
NCI-H1395	cell	Homo sapiens	NCI-H1395	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 489	P-MTAB-22739	Labeled Extract 489	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 489	A-AFFY-113	5500024035100021608461.E10.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.6.zip	NCI-H1395
NCI-H1436	cell	Homo sapiens	NCI-H1436	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 490	P-MTAB-22739	Labeled Extract 490	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 490	A-AFFY-113	5500024034290101707047.A02.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.6.zip	NCI-H1436
NCI-H1437	cell	Homo sapiens	NCI-H1437	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 491	P-MTAB-22739	Labeled Extract 491	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 491	A-AFFY-113	5500024035100021608461.B11.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.6.zip	NCI-H1437
NCI-H1437	cell	Homo sapiens	NCI-H1437	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 492	P-MTAB-22739	Labeled Extract 492	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 492	A-AFFY-113	5500024035100021608461.E07.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.6.zip	NCI-H1437
NCI-H1437	cell	Homo sapiens	NCI-H1437	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 493	P-MTAB-22739	Labeled Extract 493	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 493	A-AFFY-113	5500024052603032009483.E11.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.6.zip	NCI-H1437
NCI-H146	cell	Homo sapiens	NCI-H146	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 494	P-MTAB-22739	Labeled Extract 494	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 494	A-AFFY-113	5500024032848101507000.A02.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.6.zip	NCI-H146
NCI-H1522	cell	Homo sapiens	NCI-H1522	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 495	P-MTAB-22739	Labeled Extract 495	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 495	A-AFFY-113	5500024032848101507000.C05.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.6.zip	NCI-H1522
NCI-H1563	cell	Homo sapiens	NCI-H1563	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 496	P-MTAB-22739	Labeled Extract 496	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 496	A-AFFY-113	5500024032848101507000.D05.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.6.zip	NCI-H1563
NCI-H157	cell	Homo sapiens	NCI-H157	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 497	P-MTAB-22739	Labeled Extract 497	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 497	A-AFFY-113	5500024052603032009483.C06.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.6.zip	NCI-H157
NCI-H1573	cell	Homo sapiens	NCI-H1573	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 498	P-MTAB-22739	Labeled Extract 498	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 498	A-AFFY-113	5500024034290101707047.B02.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.6.zip	NCI-H1573
NCI-H1618	cell	Homo sapiens	NCI-H1618	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 499	P-MTAB-22739	Labeled Extract 499	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 499	A-AFFY-113	5500024034290101707047.C02.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.6.zip	NCI-H1618
NCI-H1650	cell	Homo sapiens	NCI-H1650	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 500	P-MTAB-22739	Labeled Extract 500	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 500	A-AFFY-113	5500024031722092907496.D12.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.6.zip	NCI-H1650
NCI-H1651	cell	Homo sapiens	NCI-H1651	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 501	P-MTAB-22739	Labeled Extract 501	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 501	A-AFFY-113	5500024032848101507000.E06.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.6.zip	NCI-H1651
NCI-H1666	cell	Homo sapiens	NCI-H1666	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 502	P-MTAB-22739	Labeled Extract 502	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 502	A-AFFY-113	5500024030401071707289.C09.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.6.zip	NCI-H1666
NCI-H1693	cell	Homo sapiens	NCI-H1693	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 503	P-MTAB-22739	Labeled Extract 503	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 503	A-AFFY-113	5500024034290101707047.D02.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.6.zip	NCI-H1693
NCI-H1703	cell	Homo sapiens	NCI-H1703	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 504	P-MTAB-22739	Labeled Extract 504	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 504	A-AFFY-113	5500024031722092907496.F01.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.6.zip	NCI-H1703
NCI-H1755	cell	Homo sapiens	NCI-H1755	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 505	P-MTAB-22739	Labeled Extract 505	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 505	A-AFFY-113	5500024031722092907496.G07.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.6.zip	NCI-H1755
NCI-H1770	cell	Homo sapiens	NCI-H1770	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 506	P-MTAB-22739	Labeled Extract 506	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 506	A-AFFY-113	5500024032848101507000.D01.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.6.zip	NCI-H1770
NCI-H1792	cell	Homo sapiens	NCI-H1792	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 507	P-MTAB-22739	Labeled Extract 507	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 507	A-AFFY-113	5500024031722092907496.H12.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.6.zip	NCI-H1792
NCI-H1793	cell	Homo sapiens	NCI-H1793	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 508	P-MTAB-22739	Labeled Extract 508	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 508	A-AFFY-113	5500024034290101707047.G02.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.6.zip	NCI-H1793
NCI-H1838	cell	Homo sapiens	NCI-H1838	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 509	P-MTAB-22739	Labeled Extract 509	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 509	A-AFFY-113	5500024031722092907496.H07.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.6.zip	NCI-H1838
NCI-H1930	cell	Homo sapiens	NCI-H1930	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 510	P-MTAB-22739	Labeled Extract 510	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 510	A-AFFY-113	5500024035100021608461.D11.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.6.zip	NCI-H1930
NCI-H1975	cell	Homo sapiens	NCI-H1975	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 511	P-MTAB-22739	Labeled Extract 511	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 511	A-AFFY-113	5500024034290101707047.B03.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.6.zip	NCI-H1975
NCI-H1993	cell	Homo sapiens	NCI-H1993	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 512	P-MTAB-22739	Labeled Extract 512	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 512	A-AFFY-113	5500024031722092907496.E12.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.6.zip	NCI-H1993
NCI-H2009	cell	Homo sapiens	NCI-H2009	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 513	P-MTAB-22739	Labeled Extract 513	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 513	A-AFFY-113	5500024034290101707047.C03.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.6.zip	NCI-H2009
NCI-H2029	cell	Homo sapiens	NCI-H2029	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 514	P-MTAB-22739	Labeled Extract 514	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 514	A-AFFY-113	5500024035100021608461.G11.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.6.zip	NCI-H2029
NCI-H2030	cell	Homo sapiens	NCI-H2030	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 515	P-MTAB-22739	Labeled Extract 515	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 515	A-AFFY-113	5500024031722092907496.F07.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.6.zip	NCI-H2030
NCI-H2052	cell	Homo sapiens	NCI-H2052	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 516	P-MTAB-22739	Labeled Extract 516	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 516	A-AFFY-113	5500024034290101707047.D03.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.6.zip	NCI-H2052
NCI-H2081	cell	Homo sapiens	NCI-H2081	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 517	P-MTAB-22739	Labeled Extract 517	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 517	A-AFFY-113	5500024034290101707047.E03.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.6.zip	NCI-H2081
NCI-H2087	cell	Homo sapiens	NCI-H2087	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 518	P-MTAB-22739	Labeled Extract 518	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 518	A-AFFY-113	5500024035100021608461.B07.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.6.zip	NCI-H2087
NCI-H2087	cell	Homo sapiens	NCI-H2087	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 519	P-MTAB-22739	Labeled Extract 519	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 519	A-AFFY-113	5500024035100021608461.C10.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.6.zip	NCI-H2087
NCI-H209	cell	Homo sapiens	NCI-H209	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 520	P-MTAB-22739	Labeled Extract 520	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 520	A-AFFY-113	5500024034290101707047.F03.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.6.zip	NCI-H209
NCI-H2107	cell	Homo sapiens	NCI-H2107	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 521	P-MTAB-22739	Labeled Extract 521	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 521	A-AFFY-113	5500024035100021608461.A05.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.6.zip	NCI-H2107
NCI-H2126	cell	Homo sapiens	NCI-H2126	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 522	P-MTAB-22739	Labeled Extract 522	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 522	A-AFFY-113	5500024034290101707047.G03.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.6.zip	NCI-H2126
NCI-H2141	cell	Homo sapiens	NCI-H2141	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 523	P-MTAB-22739	Labeled Extract 523	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 523	A-AFFY-113	5500024034290101707047.H03.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.6.zip	NCI-H2141
NCI-H2170	cell	Homo sapiens	NCI-H2170	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 524	P-MTAB-22739	Labeled Extract 524	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 524	A-AFFY-113	5500024032848101507000.F06.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.6.zip	NCI-H2170
NCI-H2171	cell	Homo sapiens	NCI-H2171	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 525	P-MTAB-22739	Labeled Extract 525	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 525	A-AFFY-113	5500024034290101707047.A04.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.6.zip	NCI-H2171
NCI-H2196	cell	Homo sapiens	NCI-H2196	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 526	P-MTAB-22739	Labeled Extract 526	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 526	A-AFFY-113	5500024034290101707047.B04.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.6.zip	NCI-H2196
NCI-H2227	cell	Homo sapiens	NCI-H2227	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 527	P-MTAB-22739	Labeled Extract 527	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 527	A-AFFY-113	5500024032848101507000.B05.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.6.zip	NCI-H2227
NCI-H2228	cell	Homo sapiens	NCI-H2228	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 528	P-MTAB-22739	Labeled Extract 528	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 528	A-AFFY-113	5500024034290101707047.C04.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.6.zip	NCI-H2228
